Tweet_count,Original_Text,Translated_Text,Category,Sentiment
179,J’ai pris des asperges comme supplément au resto au lieu de prendre des frites #healthy #StabiliseEtTuRentabilise,J’ai pris des asperges comme supplément au resto au lieu de prendre des frites #healthy #StabiliseEtTuRentabilise,healthy,neutral
180,"Ils sont devenus fous !! Sécurité sociale de l’alimentation pour 120 milliards d’€ par an ! 

Ils veulent mettre en place une sécurité sociale de l’alimentation et payer aux gens leur alimentation.
Seuls les produits conventionnés et donc autorisés par l’Etat seraient pris en https://t.co/qlSanR8sPt","Ils sont devenus fous !! Sécurité sociale de l’alimentation pour 120 milliards d’€ par an ! 

Ils veulent mettre en place une sécurité sociale de l’alimentation et payer aux gens leur alimentation.
Seuls les produits conventionnés et donc autorisés par l’Etat seraient pris en https://t.co/qlSanR8sPt",mix,negative
181,"Carte vitale de l'alimentation: ""Elle a pour vocation de nous protéger"" contre la malbouffe, explique Charles Fournier (Ecologiste et Social) https://t.co/JH78YvIh23","Carte vitale de l'alimentation: ""Elle a pour vocation de nous protéger"" contre la malbouffe, explique Charles Fournier (Ecologiste et Social) https://t.co/JH78YvIh23",unhealthy,positive
182,Exercise plus proper nutrition,Exercise plus proper nutrition,healthy,neutral
183,"DERNIÈRES NOUVELLES :
✨️🇺🇸🦅
 Le gouvernement américain envisage d'interdire 
l'achat de « malbouffe » 

à l'aide de bons d'alimentation, suite à la confirmation du secrétaire à la Santé RFK Jr.
@RobertKennedyJr

MAHA ! C'est parti ! 💥💪🏼💥👀","DERNIÈRES NOUVELLES :
✨️🇺🇸🦅
 Le gouvernement américain envisage d'interdire 
l'achat de « malbouffe » 

à l'aide de bons d'alimentation, suite à la confirmation du secrétaire à la Santé RFK Jr.
@RobertKennedyJr

MAHA ! C'est parti ! 💥💪🏼💥👀",unhealthy,positive
184,"🇺🇲 Des scientifiques de l'Ohio ont conçu UZELA, une mangeoire lumineuse conçue pour nourrir les coraux ! Après plusieurs essais, les chercheurs ont découvert que cet appareil pouvait considérablement améliorer les taux d’alimentation des coraux sains ! 🍀 (Good News Network) https://t.co/2b9io2WRIW","🇺🇲 Des scientifiques de l'Ohio ont conçu UZELA, une mangeoire lumineuse conçue pour nourrir les coraux ! Après plusieurs essais, les chercheurs ont découvert que cet appareil pouvait considérablement améliorer les taux d’alimentation des coraux sains ! 🍀 (Good News Network) https://t.co/2b9io2WRIW",mix,positive
185,"🇫🇷 Protégeons nos paysans, notre alimentation, notre souveraineté ! 

Agricultrices, agriculteurs on vous aime ❤️ 

#SIA2025 #SalonDeLAgriculture #Agriculture https://t.co/pnuJDGJyt5","🇫🇷 Protégeons nos paysans, notre alimentation, notre souveraineté ! 

Agricultrices, agriculteurs on vous aime ❤️ 

#SIA2025 #SalonDeLAgriculture #Agriculture https://t.co/pnuJDGJyt5",mix,positive
186,"La confirmation de Kelly Loeffler au poste d’administrateur de petite entreprise souligne l’attachement du président Trump à l’autonomisation des entrepreneurs, à la réduction des formalités administratives et à l’alimentation du moteur de la prospérité américaine. https://t.co/sbyDGrFtYP","La confirmation de Kelly Loeffler au poste d’administrateur de petite entreprise souligne l’attachement du président Trump à l’autonomisation des entrepreneurs, à la réduction des formalités administratives et à l’alimentation du moteur de la prospérité américaine. https://t.co/sbyDGrFtYP",mix,positive
187,"A chaque fois que tu te sens un peu bête et mal inspiré, rappelle-toi que des ahuris ont englouti 600 millions de dollars dans des insectes pour l'alimentation 
#Licorne 🦄 #StartUpNation 🚀

https://t.co/oEIKtYWut7","A chaque fois que tu te sens un peu bête et mal inspiré, rappelle-toi que des ahuris ont englouti 600 millions de dollars dans des insectes pour l'alimentation 
#Licorne 🦄 #StartUpNation 🚀

https://t.co/oEIKtYWut7",mix,negative
188,Quand il veut se diriger à un rayon plus 'healthy' voilà où il va. https://t.co/LMJezdQv4G,Quand il veut se diriger à un rayon plus 'healthy' voilà où il va. https://t.co/LMJezdQv4G,healthy,neutral
189,"@GaellePONT @Johanna_Rolland Bon courage. On investira sur nos marchés dès 2026 !
#alimentation #circuitscourts #local #Nantes #infinimentNantes","@GaellePONT @Johanna_Rolland Bon courage. On investira sur nos marchés dès 2026 !
#alimentation #circuitscourts #local #Nantes #infinimentNantes",mix,positive
190,"@verity_france Un projet de loi qui permettrait de financer des expérimentions sociales ???? 

C'est quoi ces députés qui proposent des expérimentations sous prétexte d'alimentation ?

https://t.co/r9YcRJV9MN","@verity_france Un projet de loi qui permettrait de financer des expérimentions sociales ???? 

C'est quoi ces députés qui proposent des expérimentations sous prétexte d'alimentation ?

https://t.co/r9YcRJV9MN",mix,negative
191,"@Princessan13762 @camille_moscow 1) ""Santé et Nutrition"" en 2011 explique pourquoi: ""plus une farine est riche en gluten, mieux la pâte à pain lève.
Les boulangers modernes ont donc exigé des meuniers des farines plus riches en gluten, pour faire de plus « beaux » pains, et les meuniers ont fait pression à leur","@Princessan13762 @camille_moscow 1) ""Santé et Nutrition"" en 2011 explique pourquoi: ""plus une farine est riche en gluten, mieux la pâte à pain lève.
Les boulangers modernes ont donc exigé des meuniers des farines plus riches en gluten, pour faire de plus « beaux » pains, et les meuniers ont fait pression à leur",healthy,positive
192,Pesticides : sept associations ouvrent une plateforme sur leurs risques sanitaires dans l'alimentation #Pesticides #Santé #OpenAccess @genefutures @SecretsToxiques @DataForGood_FR https://t.co/0tKApXn7QZ,Pesticides : sept associations ouvrent une plateforme sur leurs risques sanitaires dans l'alimentation #Pesticides #Santé #OpenAccess @genefutures @SecretsToxiques @DataForGood_FR https://t.co/0tKApXn7QZ,mix,positive
193,"🇺🇸🗣""On applique le blocus parce que on se soucie du peuple🇨🇺""

🚨En 1 an le #blocus 🆚 #Cuba a coûté +5 milliards dollars

⚠️Fonds nécessaires pour le système électrique,la santé, l'éducation, l'alimentation

⛔️ Impact négatif sur le dvlpt du pays et violation des #DDHH des 🇨🇺‼️ https://t.co/Dxw7RutU9F","🇺🇸🗣""On applique le blocus parce que on se soucie du peuple🇨🇺""

🚨En 1 an le #blocus 🆚 #Cuba a coûté +5 milliards dollars

⚠️Fonds nécessaires pour le système électrique,la santé, l'éducation, l'alimentation

⛔️ Impact négatif sur le dvlpt du pays et violation des #DDHH des 🇨🇺‼️ https://t.co/Dxw7RutU9F",mix,negative
194,"Une phase d'idiot qui croient tous ce qu'ils voient sur les réseaux mdrrr

Soyez juste raisonnable dans votre consommation et enlevez les boissons et gâteaux de merde de votre alimentation
 
Le sucre, votre corps en a besoin. Il est essentiel aux fonctions de bases","Une phase d'idiot qui croient tous ce qu'ils voient sur les réseaux mdrrr

Soyez juste raisonnable dans votre consommation et enlevez les boissons et gâteaux de merde de votre alimentation
 
Le sucre, votre corps en a besoin. Il est essentiel aux fonctions de bases",mix,negative
195,"La Sécurité Sociale Alimentaire, c’est le dernier délire collectiviste discuté à l’Assemblée.

Un État en faillite, incapable de boucler son budget, veut maintenant s’occuper de ce que les gens mangent. L’idée ? Une carte vitale de l’alimentation avec 150€ par mois, financée","La Sécurité Sociale Alimentaire, c’est le dernier délire collectiviste discuté à l’Assemblée.

Un État en faillite, incapable de boucler son budget, veut maintenant s’occuper de ce que les gens mangent. L’idée ? Une carte vitale de l’alimentation avec 150€ par mois, financée",mix,negative
196,"25 minutes pour examiner une loi : frustré mais ""optimiste"", Charles Fournier @cfourniereelv n'a pas fini de se battre pour la sécurité sociale de l'alimentation https://t.co/o8HkSaziUm","25 minutes pour examiner une loi : frustré mais ""optimiste"", Charles Fournier @cfourniereelv n'a pas fini de se battre pour la sécurité sociale de l'alimentation https://t.co/o8HkSaziUm",mix,negative
197,"🗓️🚜 A voir au #SIA2025 | RdV avec les @BanquesAlim sur le stand #FNSEA (📍Hall 4, allée D, stand 70) :
  👉 Lundi 24/02 9h30-11h : Conférence – ""Présentation de l’étude sur le profil socio-économique, l’état de santé et le lien à l’alimentation des personnes accueillies à l’aide https://t.co/E8xbe5eB0a","🗓️🚜 A voir au #SIA2025 | RdV avec les @BanquesAlim sur le stand #FNSEA (📍Hall 4, allée D, stand 70) :
  👉 Lundi 24/02 9h30-11h : Conférence – ""Présentation de l’étude sur le profil socio-économique, l’état de santé et le lien à l’alimentation des personnes accueillies à l’aide https://t.co/E8xbe5eB0a",mix,neutral
198,"La @Burundi1stLady Angeline Ndayishimiye  rehausse de sa présence au lycée du saint Esprit les activités de la Campagne de sensibilisation des jeunes et adolescents en milieu scolaire :zéro grossesse,VIH/SIDA,vaccination , Mpox et une meilleure nutrition. https://t.co/7qgxOPO0E6","La @Burundi1stLady Angeline Ndayishimiye  rehausse de sa présence au lycée du saint Esprit les activités de la Campagne de sensibilisation des jeunes et adolescents en milieu scolaire :zéro grossesse,VIH/SIDA,vaccination , Mpox et une meilleure nutrition. https://t.co/7qgxOPO0E6",healthy,positive
199,Ils sont devenus fous !! Sécurité sociale de l’alimentation pour 120 milliards d’€ par an ! https://t.co/ws1odXT5yX,Ils sont devenus fous !! Sécurité sociale de l’alimentation pour 120 milliards d’€ par an ! https://t.co/ws1odXT5yX,mix,negative
200,"Au-delà de l'alimentation, les composants de nos objets du quotidien, par ex les meubles, ont parfois fait le tour de la Terre (on pense aux bois exotiques omniprésents). Intégrer un coût biodiversité aux produits permettrait sans doute de faire réfléchir au besoin.   🌎 https://t.co/nzQpthRYGo","Au-delà de l'alimentation, les composants de nos objets du quotidien, par ex les meubles, ont parfois fait le tour de la Terre (on pense aux bois exotiques omniprésents). Intégrer un coût biodiversité aux produits permettrait sans doute de faire réfléchir au besoin.   🌎 https://t.co/nzQpthRYGo",mix,positive
201,"« Friedrich Nietzsche n’écrivait-il pas que “tous les préjugés viennent des intestins”? Il faut réinventer notre rapport à l’agriculture et à l’alimentation »

Retrouvez mon itw croisée avec @ggomez_chef @TribuneDimanche #sia2025

👉 https://t.co/LoxggKXDTI

📸 @TouitouFred https://t.co/HgOTXndfK0","« Friedrich Nietzsche n’écrivait-il pas que “tous les préjugés viennent des intestins”? Il faut réinventer notre rapport à l’agriculture et à l’alimentation »

Retrouvez mon itw croisée avec @ggomez_chef @TribuneDimanche #sia2025

👉 https://t.co/LoxggKXDTI

📸 @TouitouFred https://t.co/HgOTXndfK0",mix,neutral
202,"« Ce sont les signes d’un cancer du foie ou du pancréas. »

Ça va être un peu long, mais il y a deux mois, mon ORL m’a dit ça et m’a demandé d’arrêter immédiatement l’alcool (alors que je n’en ai jamais bu, wtf).

La cause ? 0 sport, 0 hydratation+ malbouffe.

J’suis skinny,","« Ce sont les signes d’un cancer du foie ou du pancréas. »

Ça va être un peu long, mais il y a deux mois, mon ORL m’a dit ça et m’a demandé d’arrêter immédiatement l’alcool (alors que je n’en ai jamais bu, wtf).

La cause ? 0 sport, 0 hydratation+ malbouffe.

J’suis skinny,",mix,negative
203,"En échangeant avec les agriculteurs, une réalité s’impose :

➡️ La France était auto-suffisante, elle dépend aujourd’hui de l’étranger pour son alimentation. 

➡️ Il faut moins de normes, plus de liberté et une vraie protection face au dumping agricole mondial. 

#SIA2025 https://t.co/MuGaQ77gJh","En échangeant avec les agriculteurs, une réalité s’impose :

➡️ La France était auto-suffisante, elle dépend aujourd’hui de l’étranger pour son alimentation. 

➡️ Il faut moins de normes, plus de liberté et une vraie protection face au dumping agricole mondial. 

#SIA2025 https://t.co/MuGaQ77gJh",mix,positive
204,"Notre guidance intérieure est primordiale.

Si tu sens que tu dois améliorer ton alimentation, par exemple,

fais ça au lieu d’essayer de trouver ce que tu vas faire de ta vie.

Tu comprendras ce que tu vas faire de ta vie en faisant les choses que tu sens que tu dois faire","Notre guidance intérieure est primordiale.

Si tu sens que tu dois améliorer ton alimentation, par exemple,

fais ça au lieu d’essayer de trouver ce que tu vas faire de ta vie.

Tu comprendras ce que tu vas faire de ta vie en faisant les choses que tu sens que tu dois faire",mix,positive
205,@EmmanuelMacron C'est pour ça que vous ne faites rien contre le Mercosur ou la légalisation de larves de tenebrion (tenebrio molitor) dans l'alimentation. Alors que la France seule puissance nucléaire d'Europe et largement contributrice n'aurait qu'à dire : non ou je m'en vais.,@EmmanuelMacron C'est pour ça que vous ne faites rien contre le Mercosur ou la légalisation de larves de tenebrion (tenebrio molitor) dans l'alimentation. Alors que la France seule puissance nucléaire d'Europe et largement contributrice n'aurait qu'à dire : non ou je m'en vais.,mix,negative
206,"Cet aliment méconnu a plus de bienfaits que certains fruits et légumes, selon les experts https://t.co/51EyE9Jpft","Cet aliment méconnu a plus de bienfaits que certains fruits et légumes, selon les experts https://t.co/51EyE9Jpft",mix,positive
207,Comment on a pu laisser passer le fait que le T13 et la ligne L partagent la meme alimentation electrique ...,Comment on a pu laisser passer le fait que le T13 et la ligne L partagent la meme alimentation electrique ...,mix,negative
208,"😬😱
« RFK Jr. dénonce quatre substances toxiques présentes dans votre alimentation.

Cette émission a été diffusée à la télévision américaine. »

Source:
➖➖➖➖➖➖➖➖➖➖➖➖
🇨🇦PCN | https://t.co/FgqZk7MXGV
➖➖➖➖➖➖➖➖➖➖➖➖ https://t.co/pLdWaI3Aag","😬😱
« RFK Jr. dénonce quatre substances toxiques présentes dans votre alimentation.

Cette émission a été diffusée à la télévision américaine. »

Source:
➖➖➖➖➖➖➖➖➖➖➖➖
🇨🇦PCN | https://t.co/FgqZk7MXGV
➖➖➖➖➖➖➖➖➖➖➖➖ https://t.co/pLdWaI3Aag",mix,negative
209,"Qui part à la chasse... ne perd pas sa place.

Un produit ASUS et ROG éligible = un code #MHWilds offert (carte mère, alimentation, refroidisseur, moniteur, réseau, clavier, souris et boitier)🍖

*Chaque participant ne peut réclamer qu'un produit éligible par catégorie.","Qui part à la chasse... ne perd pas sa place.

Un produit ASUS et ROG éligible = un code #MHWilds offert (carte mère, alimentation, refroidisseur, moniteur, réseau, clavier, souris et boitier)🍖

*Chaque participant ne peut réclamer qu'un produit éligible par catégorie.",mix,neutral
210,"Il y a vraiment des électeurs qui ont envie que l'État gère leur alimentation sachant qu'il gère mal l'instruction publique, la sécurité, la justice, la santé et les finances publiques ?","Il y a vraiment des électeurs qui ont envie que l'État gère leur alimentation sachant qu'il gère mal l'instruction publique, la sécurité, la justice, la santé et les finances publiques ?",mix,negative
211,"Alors qu'elle était auto-suffisante, la France est devenue dépendante de l'étranger pour son alimentation, et sa balance commerciale agricole est devenue déficitaire hors vins et spiritueux. #SIA2025

Si l'on veut renouer avec la souveraineté alimentaire, il faut engager dès https://t.co/45efeElsax","Alors qu'elle était auto-suffisante, la France est devenue dépendante de l'étranger pour son alimentation, et sa balance commerciale agricole est devenue déficitaire hors vins et spiritueux. #SIA2025

Si l'on veut renouer avec la souveraineté alimentaire, il faut engager dès https://t.co/45efeElsax",mix,negative
212,"Logement attribué par l’État, revenu minimum, chèques carburant et énergie, ""bonus"" réparation pour les chaussures, et maintenant la ""carte vitale de l’alimentation""...

Qui peut encore oser dire que nous ne vivons pas dans un pays communiste ?

Il est temps d’en finir. AFUERA !","Logement attribué par l’État, revenu minimum, chèques carburant et énergie, ""bonus"" réparation pour les chaussures, et maintenant la ""carte vitale de l’alimentation""...

Qui peut encore oser dire que nous ne vivons pas dans un pays communiste ?

Il est temps d’en finir. AFUERA !",mix,negative
213,"Pourquoi cette délicieuse boisson chaude est votre allié santé ?
➡️ https://t.co/O0txhjAwM9 https://t.co/OPYGa1B5cA","Pourquoi cette délicieuse boisson chaude est votre allié santé ?
➡️ https://t.co/O0txhjAwM9 https://t.co/OPYGa1B5cA",mix,positive
214,"L’alimentation ultra-transformée accélère-t-elle le vieillissement biologique ? Une étude américaine alerte
https://t.co/g9KPLsyPDn","L’alimentation ultra-transformée accélère-t-elle le vieillissement biologique ? Une étude américaine alerte
https://t.co/g9KPLsyPDn",mix,negative
215,"Il y a déjà des insectes dans vos assiettes ! @gilleslartigot

L'émission complète : https://t.co/kwbcCPHKxg

#sante #alimentation #gptv https://t.co/nwlYxtwcck","Il y a déjà des insectes dans vos assiettes ! @gilleslartigot

L'émission complète : https://t.co/kwbcCPHKxg

#sante #alimentation #gptv https://t.co/nwlYxtwcck",mix,negative
216,"«Il faut réclamer l’enfer à #Gaza, arrêter les camions humanitaires, arrêter l’alimentation en eau et en électricité, il est temps de devenir cruels»

🚨Déclaration prononcée par l'avocate française, Nili Kupfer-Naouri. https://t.co/K7Nf1JkiX9","«Il faut réclamer l’enfer à #Gaza, arrêter les camions humanitaires, arrêter l’alimentation en eau et en électricité, il est temps de devenir cruels»

🚨Déclaration prononcée par l'avocate française, Nili Kupfer-Naouri. https://t.co/K7Nf1JkiX9",mix,negative
217,"@MoneyRadar_FR 🔴F. de Rugy réagit à l'idée de carte vitale de l'alimentation : ""Avec 150 euros apr mois, on n'achète pas beaucoup de homards !"" https://t.co/pGbLwZ37O9","@MoneyRadar_FR 🔴F. de Rugy réagit à l'idée de carte vitale de l'alimentation : ""Avec 150 euros apr mois, on n'achète pas beaucoup de homards !"" https://t.co/pGbLwZ37O9",mix,negative
218,"Les Aliments Soigneurs...🎙🤔

#Alimentation #Santé #Bienetre https://t.co/HEGCPnZItM","Les Aliments Soigneurs...🎙🤔

#Alimentation #Santé #Bienetre https://t.co/HEGCPnZItM",mix,neutral
219,"@hichembkhh a la base c une commu juste pour partager des plats mais entre les puristes, les go healthy, les aigris et les parisiens qui pensent être les seuls à peupler le monde ça met une ambiance de merde","@hichembkhh a la base c une commu juste pour partager des plats mais entre les puristes, les go healthy, les aigris et les parisiens qui pensent être les seuls à peupler le monde ça met une ambiance de merde",healthy,negative
220,"""Carte vitale de l'alimentation"": les Écologistes veulent créer une sécurité sociale alimentaire https://t.co/wES2Y2zhCs","""Carte vitale de l'alimentation"": les Écologistes veulent créer une sécurité sociale alimentaire https://t.co/wES2Y2zhCs",mix,positive
221,"Hello !
Je suis Dédé, future ingénieure agronome spécialisée en nutrition et sciences et technologie alimentaire. 

Je suis passionnée par l’alimentation et la santé; je partagerai ici des conseils pour :

Mieux s’alimenter au quotidien
Prévenir certaines maladies et troubles https://t.co/PY8ckmnQ5F","Hello !
Je suis Dédé, future ingénieure agronome spécialisée en nutrition et sciences et technologie alimentaire. 

Je suis passionnée par l’alimentation et la santé; je partagerai ici des conseils pour :

Mieux s’alimenter au quotidien
Prévenir certaines maladies et troubles https://t.co/PY8ckmnQ5F",healthy,positive
222,"La Première Dame, SE Angeline Ndayishimiye @Burundi1stLady a animé, ce 19.02.2025, une campagne de sensibilisation au Lycée du Saint-Esprit #Bujumbura, axée sur la prévention des grossesses en milieu scolaire, la nutrition, le VIH/SIDA, la vaccination et le Mpox. https://t.co/7WkVt4sg0W","La Première Dame, SE Angeline Ndayishimiye @Burundi1stLady a animé, ce 19.02.2025, une campagne de sensibilisation au Lycée du Saint-Esprit #Bujumbura, axée sur la prévention des grossesses en milieu scolaire, la nutrition, le VIH/SIDA, la vaccination et le Mpox. https://t.co/7WkVt4sg0W",healthy,neutral
223,"Qui a dit que les commerces se portaient tous mal à Paris ?
Des rues entières de commerces de téléphonie, d'alimentation, de restauration, de tous types, servent à blanchir des fonds du nord-est parisien, affirme le préfet de police https://t.co/yJfBxZG67E","Qui a dit que les commerces se portaient tous mal à Paris ?
Des rues entières de commerces de téléphonie, d'alimentation, de restauration, de tous types, servent à blanchir des fonds du nord-est parisien, affirme le préfet de police https://t.co/yJfBxZG67E",mix,negative
224,"📄 Dès demain, l’origine des #viandes brutes devra être affichée dans les restaurants. #décret @AnnieGenevard 

Une mesure de bon sens qui renforce la place des produits agricoles 🇨🇵 dans notre alimentation et soutient l'excellence de notre filière agroalimentaire ! https://t.co/6StQoCxysw","📄 Dès demain, l’origine des #viandes brutes devra être affichée dans les restaurants. #décret @AnnieGenevard 

Une mesure de bon sens qui renforce la place des produits agricoles 🇨🇵 dans notre alimentation et soutient l'excellence de notre filière agroalimentaire ! https://t.co/6StQoCxysw",mix,positive
225,@CerfiaFR Le mec il fait un bruit d’aspirateur à chaque fois qu’il respire il devrait se concentrer sur son alimentation mdrrr,@CerfiaFR Le mec il fait un bruit d’aspirateur à chaque fois qu’il respire il devrait se concentrer sur son alimentation mdrrr,mix,negative
226,"On parlait du fluor, je viens de recevoir un petit pitchou 3 ans bonne hygiène, alimentation normale et 3 caries. Dentifrice bio sans fluor de pharmacie 

Ça me rend dingue…les parents pensent bien faire et nous on passe pour les culpabilisants.","On parlait du fluor, je viens de recevoir un petit pitchou 3 ans bonne hygiène, alimentation normale et 3 caries. Dentifrice bio sans fluor de pharmacie 

Ça me rend dingue…les parents pensent bien faire et nous on passe pour les culpabilisants.",mix,negative
227,"Encore de super conditions ce matin pour poursuivre l'alimentation des cultures. Pour #Zaza, je commence par apporter le Souffre. Le 1er passage d'azote suivra dans quelques jours https://t.co/Epv6SWWkRs","Encore de super conditions ce matin pour poursuivre l'alimentation des cultures. Pour #Zaza, je commence par apporter le Souffre. Le 1er passage d'azote suivra dans quelques jours https://t.co/Epv6SWWkRs",mix,positive
228,"Comment a-t-on pu établir la force des piments sans avoir la bouche en feu ?
👉 https://t.co/4NCtE4rRCK https://t.co/vhTFpOcduY","Comment a-t-on pu établir la force des piments sans avoir la bouche en feu ?
👉 https://t.co/4NCtE4rRCK https://t.co/vhTFpOcduY",mix,negative
229,"Des membres du Senat poussent à ce que l'on prescrive OZEMPIC (semaglutide, hormonomimetique anti diabete 2, vendu comme ""antiobesité"") aux enfants UA des 6 ans.  NOVONORDISK est une entreprise danoise. Pourtant, chez eux, les danois encouragent à un mode de vie et d'alimentation","Des membres du Senat poussent à ce que l'on prescrive OZEMPIC (semaglutide, hormonomimetique anti diabete 2, vendu comme ""antiobesité"") aux enfants UA des 6 ans.  NOVONORDISK est une entreprise danoise. Pourtant, chez eux, les danois encouragent à un mode de vie et d'alimentation",mix,positive
230,"Ça parle de carte vitale de l’alimentation, j’ai envie de pleurer","Ça parle de carte vitale de l’alimentation, j’ai envie de pleurer",mix,negative
231,"@Jouhatsu_ai Je ne sais pas s'il faut déplorer ""la célébration de l'obésité"" mais il me semble que le diktat de la maigreur, en particulier chez les adolescentes, est un bon indice de décadence en ce qu'il encourage un narcissisme obsessionnel &amp; un rapport toxique à l'alimentation &amp; au corps.","@Jouhatsu_ai Je ne sais pas s'il faut déplorer ""la célébration de l'obésité"" mais il me semble que le diktat de la maigreur, en particulier chez les adolescentes, est un bon indice de décadence en ce qu'il encourage un narcissisme obsessionnel &amp; un rapport toxique à l'alimentation &amp; au corps.",unhealthy,negative
232,"@AlexandreJardin Apparemment, l'Etat est en train de s'interroger sur une carte d'alimentation. Avec, le contrôle serait total.
On comprend qu'une Amérique avec des valeurs libérales et/ou libertariennes les contrarie.

Blague à part, c'est vraiment effrayant ce que devient la France.","@AlexandreJardin Apparemment, l'Etat est en train de s'interroger sur une carte d'alimentation. Avec, le contrôle serait total.
On comprend qu'une Amérique avec des valeurs libérales et/ou libertariennes les contrarie.

Blague à part, c'est vraiment effrayant ce que devient la France.",mix,negative
233,"Au début du clip il tourne la tête parce que ça soulage les cervicales, c'est juste un mec healthy 🤫☠️☠️☠️☠️","Au début du clip il tourne la tête parce que ça soulage les cervicales, c'est juste un mec healthy 🤫☠️☠️☠️☠️",healthy,positive
234,"🌽 Reconquérir notre souveraineté alimentaire suppose de produire ! Sinon quelle dette alimentaire va-t-on laisser à nos enfants ?

La France, grande puissance agricole, doit reconquérir son alimentation. 🇫🇷💪
@telematin #Les4V https://t.co/6DOhhLyO49","🌽 Reconquérir notre souveraineté alimentaire suppose de produire ! Sinon quelle dette alimentaire va-t-on laisser à nos enfants ?

La France, grande puissance agricole, doit reconquérir son alimentation. 🇫🇷💪
@telematin #Les4V https://t.co/6DOhhLyO49",mix,positive
235,"@DubreuilhMarcel Les Européens n'ont pas le choix en vérité, ils sont en train de nous asphyxier financièrement en prenant l'Ukraine comme excuse.
Si demain la guerre s'arrête, comment vont-ils justifier le vol qu'ils sont en train de nous faire subir à travers l'énergie, l'alimentation,ect ???","@DubreuilhMarcel Les Européens n'ont pas le choix en vérité, ils sont en train de nous asphyxier financièrement en prenant l'Ukraine comme excuse.
Si demain la guerre s'arrête, comment vont-ils justifier le vol qu'ils sont en train de nous faire subir à travers l'énergie, l'alimentation,ect ???",mix,negative
236,"@coordinationrur @laprovence C est la préférence de  la mondialisation pour nous nourrir avec de l alimentation pourrie de pesticides d insectes pour le 
Les verts préfèrent les aliments qui viennent du bout du monde plutôt que défendre le local et nous emmerdent avec les ZFE","@coordinationrur @laprovence C est la préférence de  la mondialisation pour nous nourrir avec de l alimentation pourrie de pesticides d insectes pour le 
Les verts préfèrent les aliments qui viennent du bout du monde plutôt que défendre le local et nous emmerdent avec les ZFE",mix,negative
237,📢RDV le mardi 6 mars de 11h pour notre prochain webinaire : 𝐑𝐞𝐠𝐚𝐫𝐝𝐬 𝐝’𝐞𝐱𝐩𝐞𝐫𝐭𝐬 𝐩𝐨𝐮𝐫 𝐝𝐞́𝐜𝐫𝐲𝐩𝐭𝐞𝐫 𝐥’𝐚𝐜𝐭𝐮𝐚𝐥𝐢𝐭𝐞́ 𝐚𝐮𝐭𝐨𝐮𝐫 𝐝𝐞𝐬 « 𝐚𝐥𝐢𝐦𝐞𝐧𝐭𝐬 𝐝𝐢𝐭𝐬 𝐮𝐥𝐭𝐫𝐚-𝐭𝐫𝐚𝐧𝐬𝐟𝐨𝐫𝐦𝐞́𝐬 » Pour s'inscrire : https://t.co/1xET60ptYo https://t.co/3PDOsDveIq,📢RDV le mardi 6 mars de 11h pour notre prochain webinaire : 𝐑𝐞𝐠𝐚𝐫𝐝𝐬 𝐝’𝐞𝐱𝐩𝐞𝐫𝐭𝐬 𝐩𝐨𝐮𝐫 𝐝𝐞́𝐜𝐫𝐲𝐩𝐭𝐞𝐫 𝐥’𝐚𝐜𝐭𝐮𝐚𝐥𝐢𝐭𝐞́ 𝐚𝐮𝐭𝐨𝐮𝐫 𝐝𝐞𝐬 « 𝐚𝐥𝐢𝐦𝐞𝐧𝐭𝐬 𝐝𝐢𝐭𝐬 𝐮𝐥𝐭𝐫𝐚-𝐭𝐫𝐚𝐧𝐬𝐟𝐨𝐫𝐦𝐞́𝐬 » Pour s'inscrire : https://t.co/1xET60ptYo https://t.co/3PDOsDveIq,mix,neutral
238,L'argument de la droite c'est valoriser l'alimentation et la santé de merde mdr.,L'argument de la droite c'est valoriser l'alimentation et la santé de merde mdr.,mix,negative
239,"Ces légumes à privilégier quand on fait attention à sa glycémie
➡️ https://t.co/Cq25QUtMHn https://t.co/rxhbrzAPLp","Ces légumes à privilégier quand on fait attention à sa glycémie
➡️ https://t.co/Cq25QUtMHn https://t.co/rxhbrzAPLp",mix,positive
240,"@IcedKenzie De la même façon que le T4 partage la même alimentation électrique que les lignes E&amp;P entre Bondy et Gargan et des lignes B&amp;K entre Aulnay et Gargan.

On ne parle pas assez du T4 qui est conçu avec le cul.

Le seul Tram qui a correctement remplacé une ligne de Train c'est le T2","@IcedKenzie De la même façon que le T4 partage la même alimentation électrique que les lignes E&amp;P entre Bondy et Gargan et des lignes B&amp;K entre Aulnay et Gargan.

On ne parle pas assez du T4 qui est conçu avec le cul.

Le seul Tram qui a correctement remplacé une ligne de Train c'est le T2",mix,neutral
241,@MarioNawfal RFK traité de tous  les noms par les médias mainstream et aussi par l'immonde corrompu docteur Cymès a pour seul tord de vouloir protéger la santé des américains en matière de soins médicaux et d'alimentation..et c'est pour cela qu'il leur fait si peur ?,@MarioNawfal RFK traité de tous  les noms par les médias mainstream et aussi par l'immonde corrompu docteur Cymès a pour seul tord de vouloir protéger la santé des américains en matière de soins médicaux et d'alimentation..et c'est pour cela qu'il leur fait si peur ?,mix,negative
